EmployeeID,Department,HireDate,Age,Salary,PerformanceScore,TrainingHours,EngagementScore,LeftCompany,Tenure
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Engineering,2014-01-05,50,121572,Satisfactory,18,2.34,0,11
aaf91531-0200-41f0-8768-a84fa76afde6,HR,2021-04-02,24,68700,Satisfactory,20,4.21,0,4
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Finance,2016-01-21,31,112146,Excellent,20,2.87,1,9
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Sales,2017-09-05,41,147554,Satisfactory,12,2.98,0,7
e3c43657-1d8c-4bac-83b4-09ef2260e70f,IT,2014-03-24,23,69420,Satisfactory,24,3.36,0,11
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Engineering,2014-08-17,48,65177,Good,15,3.63,0,10
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,HR,2014-04-21,53,133386,Excellent,18,4.86,1,11
afffcfd2-341e-440b-97c7-00aab7b56ea7,Sales,2022-06-08,31,79651,Satisfactory,18,3.29,0,2
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Sales,2018-12-24,38,116706,Satisfactory,22,3.09,0,6
e87d1c78-e7c4-41c7-8049-7b717d106c60,Marketing,2019-09-12,54,94339,Good,11,4.29,0,5
a2607723-17a0-4f49-8d01-280fd89a40c0,Finance,2018-04-12,27,89282,Good,18,3.14,0,7
0b49452d-46d4-43f3-9450-281c6c6f7633,Engineering,2012-03-29,39,146348,Excellent,14,2.33,0,13
217d65a0-c568-41cd-9563-f61600e85ece,HR,2022-05-19,30,81070,Satisfactory,24,1.23,1,3
295d6fbf-430f-401d-bad4-09e2a319dcb4,Marketing,2013-01-29,29,132683,Good,15,3.53,0,12
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Finance,2013-02-03,46,100703,Good,14,3.08,0,12
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Marketing,2014-08-30,52,141038,Excellent,27,4.65,0,10
b0e6a969-e213-42b0-b1ee-dba313432e61,IT,2015-06-25,25,65406,Good,14,3.0,0,9
093923de-8bab-4e3b-a628-6bfbe767dcea,Finance,2020-08-14,41,98009,Good,18,2.27,0,4
8d7248e2-951f-48d0-9e84-f058d5a804eb,Finance,2021-12-21,49,41066,Satisfactory,19,3.89,0,3
0ab54bde-20a0-4502-ae06-809725e97977,Engineering,2014-12-12,22,110506,Satisfactory,16,3.28,0,10
eededb07-e623-4689-9d59-cd2a4eea04e7,Finance,2018-01-26,44,92940,Good,23,3.97,0,7
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Marketing,2018-10-15,34,90469,Low,16,3.4,0,6
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Finance,2015-11-23,37,63350,Good,17,3.42,0,9
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Engineering,2022-09-16,47,134771,Satisfactory,19,3.34,0,2
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Engineering,2021-07-07,52,146098,Excellent,28,2.68,0,3
bfddc3d9-9ee3-4c2a-b94d-62046808593f,IT,2011-06-29,22,44114,Satisfactory,19,3.27,0,13
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Marketing,2016-07-29,38,133690,Good,12,3.25,0,8
ccc56569-f9e8-4369-a999-b735dd56cc94,Sales,2016-06-22,37,89199,Good,18,4.69,0,8
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Sales,2013-07-13,58,144442,Satisfactory,19,3.24,0,11
ecab3301-bc8f-4d29-adea-94930658663a,Finance,2020-04-23,31,134426,Low,16,2.95,0,5
696608aa-ee49-4329-884a-7b28550a1b46,IT,2015-02-19,59,105133,Excellent,16,4.17,0,10
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,HR,2022-02-15,52,61245,Satisfactory,17,2.4,0,3
28c13091-444d-410b-bf87-e362cf8d446a,Finance,2022-11-01,31,148574,Satisfactory,26,3.68,0,2
61ee411a-1bac-47a7-b386-f7a4c991603f,IT,2012-02-22,55,83266,Satisfactory,23,2.16,0,13
787f2425-dbcc-4477-89e9-db0adf465290,Marketing,2011-06-24,27,129762,Good,11,1.59,0,13
eb1fa9f2-d10b-41d0-b317-347038f16a81,Marketing,2017-08-14,49,141719,Satisfactory,30,4.22,0,7
d20eac17-4e20-4d1a-9983-36e375d66ed4,Marketing,2017-04-22,49,52595,Excellent,13,2.88,1,8
39118497-3a43-42ba-9f0f-06cbcb9bc326,Marketing,2022-11-28,34,133254,Excellent,23,1.26,0,2
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Marketing,2020-10-12,33,79218,Excellent,22,2.47,0,4
11c58ef0-dd46-4c09-8752-87aa5408f9ac,IT,2018-02-04,23,65143,Satisfactory,13,3.03,0,7
59e4b671-4774-4c58-85f8-bc16f7860b50,IT,2020-03-11,29,86178,Excellent,17,5.0,1,5
adf4e62d-6651-429e-8268-690ba43825b5,Engineering,2020-08-03,30,111700,Good,21,1.04,0,4
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Sales,2015-01-08,29,138176,Excellent,23,3.98,0,10
e08596db-1d87-4966-8710-d430f071d879,Marketing,2015-11-17,24,47787,Good,17,2.72,0,9
94a1875d-2db6-4edb-82de-ffccf86c2ca2,HR,2015-12-11,30,121460,Satisfactory,21,3.16,0,9
09cb3942-43f5-4a85-bbc9-f87af668a617,IT,2019-04-15,34,104517,Excellent,20,2.53,1,6
587ef344-6f3f-420c-98b8-e4cc1bc044fc,HR,2014-06-05,30,85286,Good,17,4.1,0,10
6fb78271-504d-481f-8953-5b63ba81edd9,HR,2022-08-23,52,125985,Excellent,25,3.43,0,2
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,HR,2012-07-05,46,40081,Satisfactory,19,2.4,0,12
30a900ad-939b-462d-a645-f129629c2ae3,Engineering,2017-07-19,29,43005,Excellent,20,4.01,0,7
6fa17735-b572-43d0-8b5c-ea6a41357e8c,IT,2015-04-21,52,113944,Satisfactory,21,4.49,0,10
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,HR,2021-01-25,52,40334,Satisfactory,17,4.23,0,4
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Marketing,2018-06-19,38,116639,Good,24,5.0,0,6
3270e4fa-abae-4f43-bcae-8081bdf070aa,Finance,2022-09-30,40,98217,Good,19,4.19,0,2
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,HR,2012-08-26,24,147248,Good,21,3.31,0,12
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Engineering,2019-03-19,51,65169,Good,20,2.67,1,6
1fe771d6-d917-4793-a9d3-c2e6505cc686,IT,2018-10-09,31,136030,Low,33,4.04,0,6
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Engineering,2012-06-08,50,149247,Good,20,2.6,0,12
5380b904-688c-4015-aab9-7e494f2d4796,HR,2012-03-03,39,63452,Satisfactory,23,4.3,0,13
8dedf9fb-4bb0-4f20-b27c-40266703b636,IT,2019-06-21,33,66254,Good,18,3.03,0,5
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Finance,2012-09-08,44,109433,Satisfactory,28,3.54,0,12
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,HR,2019-09-02,32,97110,Satisfactory,22,2.14,1,5
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Engineering,2019-08-31,30,97253,Excellent,23,2.97,0,5
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Sales,2012-03-12,45,110184,Low,20,2.32,0,13
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Marketing,2010-02-12,46,115210,Good,12,4.72,0,15
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Engineering,2019-03-04,46,122702,Low,19,2.94,0,6
7118e364-7709-4749-927e-ecfaa79ac9aa,IT,2014-11-13,30,132246,Satisfactory,17,3.14,0,10
82dc4c8e-36b5-429a-acf5-e81e71316269,HR,2018-10-07,33,59970,Good,17,2.23,0,6
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Marketing,2010-12-16,32,43794,Good,28,1.82,0,14
a8aa7158-2b70-4525-bc67-f831cbc84759,HR,2014-04-17,59,69184,Good,14,2.42,1,11
a9f25336-83f4-49a9-88a6-39d015b52908,IT,2013-02-03,49,131095,Excellent,19,2.43,0,12
17e8392a-55ce-45db-9e87-e04ca2086977,HR,2018-02-07,29,120880,Excellent,17,2.41,1,7
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Sales,2020-05-15,31,78365,Excellent,20,2.38,0,5
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Marketing,2014-11-16,46,71217,Good,21,3.87,0,10
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Marketing,2011-08-07,57,145354,Good,19,2.79,1,13
9c7c7377-79a2-4903-bbe3-3b243eae0032,IT,2022-05-25,30,45051,Good,29,3.72,0,3
74962764-12a4-4ef0-84bb-b7a9d98868dd,Sales,2019-04-01,29,122662,Good,23,2.77,0,6
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Engineering,2019-04-25,24,110080,Good,14,3.42,0,6
624c69b6-b244-45a7-b7e5-848131c681ec,HR,2018-09-21,39,52875,Satisfactory,9,3.8,1,6
25c73c44-3e75-43b4-a64f-a6637e8f8095,Finance,2016-01-04,56,109891,Satisfactory,16,2.55,0,9
e4855aa1-016b-4287-b008-05cca7f36ae9,HR,2013-03-08,38,59992,Satisfactory,20,4.31,0,12
e2add909-c521-4f2d-9c45-d539c03f3538,HR,2010-10-26,57,91662,Low,14,3.25,0,14
3805f907-6cd6-4193-8746-8f591b494e15,Engineering,2019-03-02,49,146589,Satisfactory,26,2.13,0,6
b227462c-f53d-4330-8dda-24ba2d06e8cf,HR,2015-04-24,36,98475,Good,14,2.62,0,10
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Sales,2012-02-28,40,71074,Low,16,2.88,0,13
1f115b76-d92c-4227-aadf-50853fcb7546,Sales,2017-11-29,43,108052,Good,27,2.78,0,7
76f2dbfe-cd29-436f-a222-82e174daaebf,Marketing,2013-10-09,27,62622,Good,19,1.01,0,11
8f15ba58-fce6-4504-87f8-424daae65fc1,IT,2015-05-04,28,107015,Satisfactory,23,2.17,0,10
c1581092-f335-4ba3-913a-7052986f9025,Finance,2018-12-17,30,122874,Satisfactory,19,3.8,0,6
d0a44432-9cd6-4852-b14c-7df4e4347d51,HR,2012-05-27,41,132543,Low,21,2.99,0,13
6d3ee1dc-8139-4443-a45b-712eb8225688,HR,2020-03-31,58,80982,Good,30,3.44,0,5
722764e6-8c41-461b-a827-a1b9d4a02e53,Engineering,2014-04-27,32,99069,Good,22,3.41,1,11
dc8aee30-be60-43f7-a8be-9288e5af6e39,IT,2018-08-06,23,85078,Good,19,2.98,0,6
c074718e-425a-409f-b337-c59979844388,Sales,2016-10-28,43,90873,Satisfactory,22,2.52,0,8
46fde062-a33d-47af-9701-410d3f4b1a70,Finance,2017-07-18,57,103798,Good,21,2.66,0,7
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Marketing,2015-03-19,26,98784,Good,17,3.34,1,10
709b7d97-464c-44af-bd3f-3799a07295e9,Sales,2013-10-14,28,61836,Low,23,2.22,0,11
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,IT,2021-08-11,27,134782,Good,22,3.56,0,3
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Marketing,2016-05-11,43,108083,Good,13,4.45,1,9
269cd696-236c-4b87-94a0-bccb8a476a87,Engineering,2016-12-31,31,143227,Satisfactory,16,1.17,1,8
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Engineering,2015-02-05,41,68130,Good,20,3.68,0,10
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,HR,2015-02-10,49,88975,Low,21,3.02,0,10
7746d0ba-8ae8-405b-94b4-a48268586eba,IT,2021-01-30,44,105995,Satisfactory,22,3.66,0,4
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Finance,2018-09-11,56,107772,Satisfactory,18,2.68,0,6
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Marketing,2013-01-03,22,60830,Low,27,4.44,0,12
05000bc6-b20d-4b6e-b231-1f1795863a76,Sales,2014-10-01,50,106116,Satisfactory,20,3.03,0,10
9360715f-c3fe-4183-a172-b725db52ca58,IT,2022-10-08,30,54439,Good,17,3.36,0,2
